ID,Note,Amount,Category,Account,Currency,Date,Event,Exclude Report
873,น้ำแข็ง,-10,ข้าว7,true (ซัน),THB,08/02/2026,,False
874,,-144,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,08/02/2026,,False
875,,-125,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,08/02/2026,,False
876,,-20,ขนม,ไทยพาณิชย์ (ซัน),THB,08/02/2026,,False
877,,50,เครดิตเงินคืน,เครดิตกรุงศรี HomePro,THB,08/02/2026,,False
878,,-129,ล้างรถ,บัวหลวง (ต่อ),THB,07/02/2026,,False
879,ได้รับจาก ไทยพาณิชย์ (ซัน),500,โอนเงินเข้า,true (ซัน),THB,07/02/2026,,True
880,ขนมน้องเมย❤️,-134,ซื้อของ7,true (ซัน),THB,07/02/2026,,False
881,นมโปรตีน กรีกโยเกิร์ต,-81,ข้าว7,true (ซัน),THB,07/02/2026,,False
882,ฝึกขับรถ,-300,น้ำมันรถ,เครดิตกรุงศรี HomePro,THB,07/02/2026,,False
883,ส่งไปยัง true (ซัน),-500,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,07/02/2026,,True
884,อะเมซอน,-45,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,07/02/2026,,False
885,,-110,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,07/02/2026,,False
886,ขนมพ่อ❤️,-120,เพื่อน & คนรัก,บัวหลวง (ต่อ),THB,06/02/2026,,False
887,,-210,ข้าวเย็น,บัวหลวง (ต่อ),THB,06/02/2026,,False
888,,-750,ค่าAI,เครดิตUOB(บัตรหลัก),THB,06/02/2026,,False
889,แม่❤️,-347,เพื่อน & คนรัก,เครดิตกรุงศรี HomePro,THB,06/02/2026,,False
890,Lip | Eye brow | mask,-349,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,06/02/2026,,False
891,JP interview,300,ของขวัญ,ไทยพาณิชย์ (ซัน),THB,06/02/2026,,False
892,,-110,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,06/02/2026,,False
893,,-260,ข้าวเช้า,ไทยพาณิชย์ (ซัน),THB,06/02/2026,,False
894,บ้านหางดง,-800,ตัดหญ้า แต่งกิ่ง,ไทยพาณิชย์ (ซัน),THB,06/02/2026,,False
895,ส่งไปยัง เงินลงทุน(หุ้น),-10000,การลงทุน,บัวหลวง (ต่อ),THB,05/02/2026,,True
896,ส่งไปยัง Bitcoin,-10000,การลงทุน,บัวหลวง (ต่อ),THB,05/02/2026,,True
897,,52241.33,เงินเดือน,บัวหลวง (ต่อ),THB,05/02/2026,,False
898,ส่งไปยัง กสิกร(ซัน),-2500,โอนเงินออก,บัวหลวง (ต่อ),THB,05/02/2026,,True
899,,-400,ค่าส่วนกลางหมู่บ้าน,บัวหลวง (ต่อ),THB,05/02/2026,,False
900,,-580,จ่ายบัตรเครดิต,บัวหลวง (ต่อ),THB,05/02/2026,,False
901,,-2500,ค่าโทรศัพท์,บัวหลวง (ต่อ),THB,05/02/2026,,False
902,,-42,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,05/02/2026,,False
903,,-60,กีฬา,บัวหลวง (ต่อ),THB,05/02/2026,,False
904,,-75,ขนม,บัวหลวง (ต่อ),THB,05/02/2026,,False
905,ได้รับจาก บัวหลวง (ต่อ),10000,โอนเงินเข้า,เงินลงทุน(หุ้น),THB,05/02/2026,,True
906,,-1000,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,05/02/2026,,False
907,ได้รับจาก บัวหลวง (ต่อ),10000,โอนเงินเข้า,Bitcoin,THB,05/02/2026,,True
908,Sanwish | Protein,-54,ข้าว7,true (ซัน),THB,05/02/2026,,False
909,,-155,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,05/02/2026,,False
910,ได้รับจาก บัวหลวง (ต่อ),2500,โอนเงินเข้า,กสิกร(ซัน),THB,05/02/2026,,True
911,,-40,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,05/02/2026,,False
912,,-35,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,05/02/2026,,False
913,,-161,grabเดินทาง,เครดิตกรุงศรี HomePro,THB,05/02/2026,,False
914,ส่งไปยัง Bitcoin,-449.47,การลงทุน,บัวหลวง (ต่อ),THB,04/02/2026,,True
915,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,04/02/2026,,False
916,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,04/02/2026,,False
917,,-50,ข้าวเย็น,บัวหลวง (ต่อ),THB,04/02/2026,,False
918,,-40,ขนม,บัวหลวง (ต่อ),THB,04/02/2026,,False
919,ได้รับจาก บัวหลวง (ต่อ),449.47,โอนเงินเข้า,Bitcoin,THB,04/02/2026,,True
920,บ้านหางดง,-480.43,ค่าอินเตอร์เน็ต,เครดิตกรุงศรี HomePro,THB,04/02/2026,,False
921,,2000,การชำระเงิน,ไทยพาณิชย์ (ซัน),THB,04/02/2026,,False
922,เคลียบิล ais fibre,-1996.34,ค่าอินเตอร์เน็ต,ไทยพาณิชย์ (ซัน),THB,04/02/2026,,False
923,,-55,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,04/02/2026,,False
924,,-35,ข้าวกลางวัน,ไทยพาณิชย์ (ซัน),THB,04/02/2026,,False
925,,-35,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,04/02/2026,,False
926,ตรวจสุขภาพ,-310,การรักษาพยาบาล,ไทยพาณิชย์ (ซัน),THB,04/02/2026,,False
927,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,03/02/2026,,False
928,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,03/02/2026,,False
929,,-40,ขนม,บัวหลวง (ต่อ),THB,03/02/2026,,False
930,น้ำผลไม้ | น้ำเปล่า | โฮลวีท,-90,ข้าว7,true (ซัน),THB,03/02/2026,,False
931,ข้าวเย็น,-142,ข้าวgrab,เครดิตกรุงศรี HomePro,THB,03/02/2026,,False
932,,19.29,เงินดอกเบี้ย,ไทยพาณิชย์ (ซัน),THB,03/02/2026,,False
933,,-45,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,03/02/2026,,False
934,ward,-45,งานศพ,ไทยพาณิชย์ (ซัน),THB,03/02/2026,,False
935,ส่งไปยัง Bitcoin,-2000,การลงทุน,บัวหลวง (ต่อ),THB,02/02/2026,,True
936,,-150,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,02/02/2026,,False
937,,-5077.86,shoppe,บัวหลวง (ต่อ),THB,02/02/2026,,False
938,วันเกิดที่รัก,-2482,เพื่อน & คนรัก,เครดิตUOB(บัตรหลัก),THB,02/02/2026,,False
939,,-338,ของหวาน,บัวหลวง (ต่อ),THB,02/02/2026,,False
940,ได้รับจาก บัวหลวง (ต่อ),2000,โอนเงินเข้า,Bitcoin,THB,02/02/2026,,True
941,ทิชชู่เปียก,-39,ซื้อของ7,true (ซัน),THB,02/02/2026,,False
942,Watson : Conteclen | น้ำยาล้าง | ตะไบเท้า,-411.22,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,02/02/2026,,False
943,Auto SCB (CC),-20,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,02/02/2026,,False
944,ทำใบขับขี่,-205,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,02/02/2026,,False
945,,-20,ค่าโทรศัพท์,ไทยพาณิชย์ (ซัน),THB,02/02/2026,,False
946,,-144,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,02/02/2026,,False
947,,-150,ค่าใช้จ่ายอื่นๆ,บัวหลวง (ต่อ),THB,01/02/2026,,False
948,,-45,คาเฟ่,บัวหลวง (ต่อ),THB,01/02/2026,,False
949,,-45,คาเฟ่,บัวหลวง (ต่อ),THB,01/02/2026,,False
950,,-238,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,01/02/2026,,False
951,,-500,น้ำมันรถ,เครดิตUOB(บัตรหลัก),THB,01/02/2026,,False
952,,-179,ข้าว7,true (ซัน),THB,01/02/2026,,False
953,อะเมซอน,-45,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,01/02/2026,,False
954,Smoothie,-45,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,01/02/2026,,False
955,,-1781,ของใช้ภายในบ้าน,บัวหลวง (ต่อ),THB,01/02/2026,,False
956,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,31/01/2026,,False
957,,-60,กีฬา,บัวหลวง (ต่อ),THB,31/01/2026,,False
958,,-50,ขนม,บัวหลวง (ต่อ),THB,31/01/2026,,False
959,,-51,ข้าว7,true (ซัน),THB,31/01/2026,,False
960,AIS ที่ค้างอยู่,-1696.3,ค่าอินเตอร์เน็ต,เครดิตกรุงศรี HomePro,THB,31/01/2026,,False
961,ซื้อของเข้าหอพัก,-616,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,31/01/2026,,False
962,,-50,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,31/01/2026,,False
963,,-128,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,31/01/2026,,False
964,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,30/01/2026,,False
965,ข้าวซอยไก่,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,30/01/2026,,False
966,,-70,กีฬา,บัวหลวง (ต่อ),THB,30/01/2026,,False
967,,-40,ขนม,บัวหลวง (ต่อ),THB,30/01/2026,,False
968,,-841,ค่าอินเตอร์เน็ต,เครดิตUOB(บัตรหลัก),THB,30/01/2026,,False
969,เพื่อนครัว : เนยถั่ว | กะทิ | นมโอ๊ต | กรีกโยเกิร์ต | พริกไทยดำ | ออริกาโน่ | อัลมอนด์ | โลโบ,-572,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,30/01/2026,,False
970,Lotus : หมูสไลด์ | สะโพกไก่ | Corn,-119.75,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,30/01/2026,,False
971,ได้รับจาก ไทยพาณิชย์ (ซัน),500,โอนเงินเข้า,true (ซัน),THB,30/01/2026,,True
972,,-40,ข้าว7,true (ซัน),THB,30/01/2026,,False
973,Member เพื่อนครัว,-100,ค่าใช้จ่ายอื่นๆ,ไทยพาณิชย์ (ซัน),THB,30/01/2026,,False
974,License,1500,เงินเดือน,ไทยพาณิชย์ (ซัน),THB,30/01/2026,,False
975,,-100,น้ำมันรถ,ไทยพาณิชย์ (ซัน),THB,30/01/2026,,False
976,,-37,ข้าวเช้า,บัวหลวง (ต่อ),THB,29/01/2026,,False
977,,-45,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,29/01/2026,,False
978,,-60,กีฬา,บัวหลวง (ต่อ),THB,29/01/2026,,False
979,,-40,ขนม,บัวหลวง (ต่อ),THB,29/01/2026,,False
980,Farm house | Jade,-76,ข้าว7,true (ซัน),THB,29/01/2026,,False
981,Coldbrew (Shopee),-171,เพื่อน & คนรัก,เครดิตกรุงศรี HomePro,THB,29/01/2026,,False
982,ส่งไปยัง true (ซัน),-500,โอนเงินออก,ไทยพาณิชย์ (ซัน),THB,29/01/2026,,True
983,คาเฟ่ตอนเรียนขับรถ,-75,คาเฟ่,ไทยพาณิชย์ (ซัน),THB,29/01/2026,,False
984,,-168,ข้าวเย็น,ไทยพาณิชย์ (ซัน),THB,29/01/2026,,False
985,แม่❤️,-1000,การรักษาพยาบาล,ไทยพาณิชย์ (ซัน),THB,29/01/2026,,False
986,,-52,ข้าวกลางวัน,บัวหลวง (ต่อ),THB,28/01/2026,,False
987,,-60,กีฬา,บัวหลวง (ต่อ),THB,28/01/2026,,False
988,,-55,ขนม,บัวหลวง (ต่อ),THB,28/01/2026,,False
989,,-37,คาเฟ่,True (ต่อ),THB,28/01/2026,,False
990,รายปีกล้องmi,-850,อุปกรณ์อิเล็กทรอนิกส์,เครดิตUOB(บัตรหลัก),THB,28/01/2026,,False
991,Lotus : หมูสไลด์ | อกไก่ | สาลี่ | มะเขือเทศ,-209,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,28/01/2026,,False
992,Top : มิโซะ | ไข่ขาว | ยูนิฟ | โลโบ,-267.75,ของทำกับข้าว,เครดิตกรุงศรี Central,THB,28/01/2026,,False
993,,-89,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,28/01/2026,,False
994,Shopee,-1152,ของใช้ส่วนตัว,เครดิตกรุงศรี HomePro,THB,28/01/2026,,False
